ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,date_id,product_id,customer_id,status_id,size_id
10275,22,100.0,4,2904.44,564,2,14,0,0
10285,47,100.0,9,6484.59,599,2,15,0,1
10298,39,96.34,1,3757.26,630,2,46,0,1
10308,34,100.0,2,4043.96,648,2,47,0,1
10318,45,100.0,4,5566.5,666,2,18,0,1
10329,20,100.0,2,3176.0,679,2,0,0,1
10339,40,68.92,4,2756.8,687,2,35,0,0
10361,26,51.15,8,1329.9,711,2,20,0,0
10374,39,100.0,5,5288.01,758,2,28,0,1
10388,50,44.51,5,2225.5,787,2,21,0,0
10402,45,100.0,1,5833.8,822,2,9,0,1
10417,45,100.0,5,5887.35,858,2,23,1,1
10107,27,100.0,4,6065.55,49,3,0,0,1
10120,46,100.0,2,9264.86,113,3,10,0,2
10134,31,100.0,4,7023.98,176,3,2,0,2
10145,33,100.0,8,5176.38,231,3,3,0,1
10159,22,100.0,16,4132.7,277,3,4,0,1
10168,20,100.0,3,4183.0,295,3,5,0,1
10180,41,100.0,11,8892.9,309,3,6,0,2
10188,45,100.0,3,8714.7,316,3,7,0,2
10201,49,100.0,4,8065.89,329,3,8,0,2
10210,34,100.0,1,6123.4,371,3,44,0,1
10223,49,100.0,3,9774.03,410,3,10,0,2
10237,39,100.0,9,7023.9,455,3,11,0,2
10251,43,100.0,4,7078.23,498,3,12,0,2
10263,41,100.0,4,8336.94,539,3,13,0,2
10275,36,100.0,3,6901.92,564,3,14,0,1
10285,27,100.0,8,5438.07,599,3,15,0,1
10299,29,100.0,11,6683.34,633,3,16,0,1
10308,20,100.0,1,4570.4,648,3,47,0,1
10318,37,100.0,3,7667.14,666,3,18,0,2
10329,26,100.0,3,5868.2,679,3,0,0,1
10339,39,76.67,3,2990.13,687,3,35,0,0
10362,22,100.0,4,3664.1,730,3,5,0,1
10374,22,100.0,1,3834.38,758,3,28,0,1
10388,21,86.77,7,1822.17,787,3,21,0,0
10403,66,100.0,9,11886.6,823,3,22,0,2
10417,56,100.0,4,9218.16,858,3,23,1,2
10105,50,100.0,2,7208.0,36,4,48,0,2
10119,46,100.0,11,5004.8,112,4,19,0,1
10129,33,100.0,2,4398.24,157,4,49,0,1
10143,49,100.0,15,5597.76,216,4,50,0,1
10155,32,100.0,13,4526.08,273,4,16,0,1
10167,44,100.0,9,5924.16,290,4,37,3,1
10178,24,100.0,12,3492.48,306,4,51,0,1
10186,26,100.0,9,3854.24,312,4,52,0,1
10197,45,100.0,6,5324.4,324,4,53,0,1
10209,39,100.0,8,5197.92,368,4,54,0,1
10222,49,100.0,12,5997.6,409,4,55,0,1
10248,20,100.0,3,2910.4,487,4,0,3,0
10261,27,100.0,1,3378.24,528,4,43,0,1
10273,30,100.0,4,3508.8,562,4,56,0,1
10283,25,100.0,6,2992.0,592,4,57,0,0
10295,24,100.0,1,3427.2,613,4,58,0,1
10307,22,100.0,9,2692.8,647,4,29,0,0
10316,33,100.0,17,4128.96,665,4,59,0,1
10325,47,64.93,6,3051.71,669,4,17,0,1
10337,25,48.05,8,1201.25,685,4,27,0,0
10350,26,75.47,5,1962.22,696,4,23,0,0
10359,48,54.68,6,2624.64,709,4,1,0,0
10373,39,100.0,3,4046.25,756,4,60,0,1
10384,34,100.0,4,4846.7,779,4,4,0,1
10395,32,100.0,2,3370.56,801,4,2,0,1
10400,64,100.0,9,9661.44,816,4,61,0,2
10414,19,100.0,3,2764.88,851,4,58,4,0
10103,42,100.0,4,5398.26,23,5,17,0,1
10114,31,100.0,8,4305.28,85,5,62,0,1
10126,22,100.0,4,3347.74,142,5,25,0,1
10140,26,100.0,4,3188.12,199,5,5,0,1
10150,20,100.0,1,3191.2,256,5,26,0,1
10164,21,100.0,2,3536.82,288,5,63,5,1
10175,33,100.0,9,5362.83,304,5,49,0,1
10183,28,100.0,1,3433.36,311,5,29,0,1
10194,26,100.0,4,4263.74,323,5,30,0,1
10207,31,100.0,15,4076.19,337,5,64,0,1
10217,48,100.0,4,7020.48,394,5,65,0,2
10229,50,100.0,9,6426.5,430,5,39,0,1
10245,28,100.0,2,4591.72,484,5,34,0,1
10259,26,100.0,12,4033.38,526,5,65,0,1
10270,32,100.0,2,4302.08,560,5,20,0,1
10281,44,100.0,9,7020.64,591,5,18,0,2
10291,30,100.0,4,3855.9,611,5,37,0,1
10305,38,100.0,13,6680.78,646,5,15,0,1
10313,40,100.0,7,6678.0,655,5,31,0,1
10322,46,61.99,8,2851.54,668,5,40,0,0
10334,26,100.0,2,3188.12,683,5,24,4,1
10347,27,100.0,2,4428.0,693,5,10,0,1
10357,43,100.0,9,5780.92,704,5,39,0,1
10370,35,65.63,4,2297.05,745,5,42,0,0
10381,37,100.0,6,6231.54,773,5,4,0,1
10391,37,46.9,7,1735.3,793,5,42,0,0
10411,27,100.0,2,4427.73,846,5,43,0,1
10425,38,100.0,12,5894.94,876,5,14,2,1
10108,33,100.0,6,5265.15,56,6,66,0,1
10122,42,100.0,10,7599.9,122,6,67,0,2
10135,42,100.0,7,8008.56,177,6,39,0,2
10147,48,100.0,7,9245.76,242,6,41,0,2
10159,41,100.0,2,8296.35,277,6,4,0,2
10169,30,100.0,2,5019.9,302,6,42,0,1
10181,27,100.0,14,5411.07,310,6,7,0,1
10191,21,100.0,3,3840.9,318,6,68,0,1
10203,20,100.0,8,3930.4,330,6,23,0,1
10211,41,100.0,2,7498.9,374,6,9,0,2
10225,27,100.0,9,4517.91,412,6,69,0,1
10238,28,100.0,3,5774.72,459,6,48,0,1
10253,24,100.0,13,3922.56,512,6,22,3,1
10266,44,100.0,14,9160.36,547,6,70,0,2
10276,50,100.0,3,9631.0,574,6,71,0,2
10287,21,100.0,12,3432.24,602,6,69,0,1
10300,33,100.0,5,5521.89,271,6,72,0,1
10310,33,100.0,10,6934.62,649,6,68,0,1
10320,31,100.0,3,6876.11,667,6,24,0,1
10329,41,71.47,5,2930.27,679,6,0,0,0
10341,45,79.65,2,3584.25,688,6,19,0,1
10363,33,85.39,3,2817.87,731,6,73,0,0
10375,45,76.0,7,3420.0,759,6,14,0,1
10389,26,99.04,4,2575.04,787,6,37,0,0
10419,12,100.0,13,1961.28,862,6,19,0,0
10105,41,100.0,15,8690.36,36,7,48,0,2
10117,33,100.0,9,6034.38,100,7,26,0,1
10127,46,100.0,2,11279.2,148,7,74,0,2
10142,33,100.0,12,8023.29,214,7,39,0,2
10153,20,100.0,11,4904.0,265,7,23,0,1
10165,44,100.0,3,8594.52,289,7,26,0,2
10176,33,100.0,2,7474.5,304,7,70,0,2
10185,21,100.0,13,3883.74,312,7,50,0,1
10196,47,100.0,5,8887.7,324,7,34,0,2
10208,46,100.0,13,8602.92,361,7,30,0,2
10220,32,100.0,2,7181.44,402,7,75,0,2
10231,42,100.0,2,8378.58,438,7,76,0,2
10247,44,100.0,2,10606.2,485,7,73,0,2
10272,35,100.0,2,5818.4,561,7,18,0,1
10282,41,100.0,5,7071.27,592,7,39,0,2
10293,46,100.0,8,8411.56,612,7,36,0,2
10306,31,100.0,13,6570.76,647,7,77,0,1
10314,38,100.0,5,7975.44,655,7,78,0,2
10325,42,64.0,8,2688.0,669,7,17,0,0
10336,33,57.22,10,1888.26,684,7,62,0,0
10348,48,52.36,8,2513.28,665,7,25,0,0
10359,42,100.0,8,4764.48,709,7,1,0,1
10371,32,100.0,6,3560.64,748,7,39,0,1
10382,34,100.0,10,3823.64,773,7,39,0,1
10395,33,69.12,1,2280.96,801,7,2,0,0
10413,36,100.0,2,8677.8,850,7,13,0,2
10103,27,100.0,8,3394.98,23,8,17,0,1
10113,21,100.0,2,3415.44,79,8,39,0,1
10126,21,100.0,8,2439.57,142,8,25,0,0
10140,38,100.0,8,4829.8,199,8,5,0,1
10150,30,100.0,5,4100.1,256,8,26,0,1
10164,49,100.0,6,6563.06,288,8,63,5,1
10174,43,100.0,1,6817.22,304,8,28,0,1
10183,41,100.0,5,6163.94,311,8,29,0,1
10194,38,100.0,8,4933.92,323,8,30,0,1
10206,28,100.0,3,4056.36,333,8,31,0,1
10216,43,100.0,1,5759.42,392,8,38,0,1
10229,25,100.0,13,3451.0,430,8,39,0,1
10245,38,100.0,6,5920.4,484,8,34,0,1
10258,41,100.0,3,6668.24,526,8,35,0,1
10270,28,100.0,6,4094.72,560,8,20,0,1
10281,25,100.0,13,2938.5,591,8,18,0,0
10291,41,100.0,8,6387.8,611,8,37,0,1
10304,39,100.0,3,6396.0,644,8,38,0,1
10313,21,100.0,11,2669.1,655,8,31,0,0
10322,27,100.0,9,4784.13,668,8,40,0,1
10333,33,99.21,6,3273.93,682,8,8,0,1
10347,29,100.0,3,3586.43,693,8,10,0,1
10357,49,100.0,8,5960.36,704,8,39,0,1
10370,49,100.0,8,8470.14,745,8,42,0,2
10381,20,100.0,1,2952.0,773,8,4,0,0
10391,39,63.2,9,2464.8,793,8,42,0,0
10411,40,100.0,6,6232.0,846,8,43,0,1
10424,49,100.0,3,7969.36,876,8,23,2,2
10107,21,100.0,1,3036.6,49,9,0,0,1
10121,50,100.0,4,8284.0,121,9,1,0,2
10134,20,100.0,1,2711.2,176,9,2,0,0
10145,49,100.0,5,8339.8,231,9,3,0,2
10159,38,100.0,13,6238.84,277,9,4,0,1
10169,35,100.0,13,4639.25,302,9,42,0,1
10180,40,100.0,8,6747.6,309,9,6,0,1
10189,28,100.0,1,4512.48,316,9,3,0,1
10201,25,100.0,1,4029.0,329,9,8,0,1
10211,36,100.0,13,4771.8,374,9,9,0,1
10224,43,100.0,6,6087.94,411,9,6,0,1
10237,32,100.0,6,4193.28,455,9,11,0,1
10251,46,100.0,1,7552.28,498,9,12,0,2
10263,48,100.0,1,6434.4,539,9,13,0,1
10276,43,100.0,14,5181.5,574,9,71,0,1
10285,49,100.0,5,6863.92,599,9,15,0,1
10299,24,100.0,8,4157.04,633,9,16,0,1
10309,26,100.0,4,4660.24,648,9,17,0,1
10319,30,100.0,9,4111.8,667,9,79,0,1
10329,24,100.0,6,3542.64,679,9,0,0,1
10341,55,100.0,8,8118.55,688,9,19,0,2
10362,22,100.0,1,3877.06,730,9,5,0,1
10375,49,78.92,13,3867.08,759,9,14,0,1
10388,44,100.0,6,5951.44,787,9,21,0,1
10403,66,100.0,6,8648.64,823,9,22,0,2
10417,21,100.0,1,3447.78,858,9,23,1,1
10104,34,100.0,1,5958.5,25,10,23,0,1
10117,43,100.0,10,5911.64,100,10,26,0,1
10127,46,100.0,3,7366.44,148,10,74,0,2
10142,33,100.0,13,4985.64,214,10,39,0,1
10153,42,100.0,12,5393.64,265,10,23,0,1
10165,34,100.0,4,4880.02,289,10,26,0,1
10176,47,100.0,3,8378.69,304,10,70,0,2
10185,33,100.0,14,4038.21,312,10,50,0,1
10196,24,100.0,6,3807.12,324,10,34,0,1
10208,26,100.0,14,3142.36,361,10,30,0,1
10220,30,100.0,3,4713.6,402,10,75,0,1
10230,43,100.0,1,7016.31,434,10,72,0,2
10247,25,100.0,3,4381.25,485,10,73,0,1
10272,27,100.0,3,4283.01,561,10,18,0,1
10282,27,100.0,6,4364.82,592,10,39,0,1
10293,24,100.0,9,4242.24,612,10,36,0,1
10306,34,100.0,14,4982.7,647,10,77,0,1
10314,46,100.0,6,6393.54,655,10,78,0,1
10324,27,54.33,1,1466.91,669,10,11,0,0
10336,33,100.0,11,4059.33,684,10,62,0,1
10348,47,100.0,4,4801.52,665,10,25,0,1
10358,49,55.34,5,2711.66,704,10,23,0,0
10372,40,100.0,4,5862.0,751,10,35,0,1
10382,37,100.0,11,4071.85,773,10,39,0,1
10413,47,100.0,3,8236.75,850,10,13,0,2
10108,45,100.0,4,6130.35,56,11,66,0,1
10122,37,99.82,8,3693.34,122,11,67,0,1
10135,48,100.0,5,6031.68,177,11,39,0,1
10147,31,100.0,5,3494.94,242,11,41,0,1
10160,46,100.0,6,5294.14,278,11,54,0,1
10170,47,100.0,4,5464.69,302,11,63,0,1
10181,28,100.0,12,2860.76,310,11,7,0,0
10191,40,100.0,1,5590.0,318,11,68,0,1
10203,20,100.0,6,2254.8,330,11,23,0,0
10212,39,100.0,16,4946.76,375,11,23,0,1
10225,25,99.82,7,2495.5,412,11,69,0,0
10238,29,100.0,1,3167.38,459,11,48,0,1
10253,22,100.0,11,2402.84,512,11,22,3,0
10266,22,100.0,12,2454.54,547,11,70,0,0
10276,47,100.0,1,5464.69,574,11,71,0,1
10287,45,100.0,10,4756.5,602,11,69,0,1
10300,29,100.0,3,3984.6,271,11,72,0,1
10310,24,100.0,8,3100.32,649,11,68,0,1
10320,35,100.0,1,4850.3,667,11,24,0,1
10329,46,83.63,13,3846.98,679,11,0,0,1
10341,44,95.93,1,4220.92,688,11,19,0,1
10363,34,96.73,4,3288.82,731,11,73,0,1
10376,35,100.0,1,3987.2,764,11,80,0,1
10389,25,72.38,6,1809.5,787,11,37,0,0
10419,10,100.0,11,1092.2,862,11,19,0,0
10105,29,100.0,14,4566.05,36,12,48,0,1
10117,39,100.0,8,5938.14,100,12,26,0,1
10127,42,100.0,1,8138.76,148,12,74,0,2
10142,46,100.0,11,9470.94,214,12,39,0,2
10153,49,100.0,10,7036.89,265,12,23,0,2
10165,27,100.0,2,5559.03,289,12,26,0,1
10176,50,100.0,1,7872.5,304,12,70,0,2
10185,43,100.0,12,7886.2,312,12,50,0,2
10196,38,100.0,4,7232.16,324,12,34,0,2
10208,20,100.0,12,3114.4,361,12,30,0,1
10220,27,100.0,1,5045.22,402,12,75,0,1
10231,49,100.0,1,6952.12,438,12,76,0,1
10247,27,100.0,1,4157.73,485,12,73,0,1
10272,39,100.0,1,7962.24,561,12,18,0,2
10282,24,100.0,4,3778.8,592,12,39,0,1
10293,45,100.0,7,8253.0,612,12,36,0,2
10306,20,100.0,12,3633.4,647,12,77,0,1
10314,36,100.0,4,6913.8,655,12,78,0,1
10325,24,100.0,1,2583.6,669,12,17,0,0
10336,49,63.38,1,3105.62,684,12,62,0,1
10349,26,100.0,10,4408.56,695,12,74,0,1
10359,49,62.09,5,3042.41,709,12,1,0,1
10372,34,100.0,1,5941.5,751,12,35,0,1
10382,34,95.35,12,3241.9,773,12,39,0,1
10396,33,100.0,3,6109.29,807,12,39,0,1
10413,22,100.0,1,3387.78,850,12,13,0,1
10108,39,89.38,7,3485.82,56,13,66,0,1
10122,32,63.84,11,2042.88,122,13,67,0,0
10135,24,75.01,8,1800.24,177,13,39,0,0
10147,21,63.84,8,1340.64,242,13,41,0,0
10159,24,73.42,3,1762.08,277,13,4,0,0
10169,36,63.84,3,2298.24,302,13,42,0,0
10181,20,81.4,15,1628.0,310,13,7,0,0
10191,30,64.64,4,1939.2,318,13,68,0,0
10203,44,82.99,9,3651.56,330,13,23,0,1
10211,28,92.57,3,2591.96,374,13,9,0,0
10225,37,77.41,10,2864.17,412,13,69,0,0
10238,20,74.21,4,1484.2,459,13,48,0,0
10253,25,90.17,14,2254.25,512,13,22,3,0
10266,35,76.61,15,2681.35,547,13,70,0,0
10276,38,83.79,4,3184.02,574,13,71,0,1
10287,41,69.43,13,2846.63,602,13,69,0,0
10300,22,76.61,6,1685.42,271,13,72,0,0
10310,49,81.4,11,3988.6,649,13,68,0,1
10320,38,73.42,4,2789.96,667,13,24,0,0
10329,33,100.0,14,3607.56,679,13,0,0,1
10341,36,93.56,10,3368.16,688,13,19,0,1
10363,34,81.62,5,2775.08,731,13,73,0,0
10377,24,67.83,5,1627.92,765,13,16,0,0
10389,36,70.26,7,2529.36,787,13,37,0,0
10419,34,90.17,14,3065.78,862,13,19,0,1
10104,41,100.0,9,4615.78,25,14,23,0,1
10115,46,100.0,5,5723.78,88,14,27,0,1
10127,24,100.0,11,2559.6,148,14,74,0,0
10141,21,100.0,5,2140.11,207,14,73,0,0
10151,24,100.0,3,3327.6,258,14,60,0,1
10165,48,100.0,12,6825.6,289,14,26,0,1
10175,26,100.0,1,3543.28,304,14,49,0,1
10184,37,100.0,6,4516.22,312,14,81,0,1
10195,49,100.0,6,6445.46,323,14,47,0,1
10207,34,99.54,7,3384.36,337,14,64,0,1
10219,48,100.0,2,4891.68,400,14,82,0,1
10229,36,100.0,1,4521.96,430,14,39,0,1
10246,46,100.0,5,5069.66,485,14,23,0,1
10259,46,100.0,4,6541.2,526,14,65,0,1
10271,31,97.17,5,3012.27,561,14,39,0,1
10281,41,100.0,1,5247.18,591,14,18,0,1
10292,21,100.0,8,2214.87,611,14,0,0,0
10305,38,100.0,5,4773.18,646,14,15,0,1
10314,45,100.0,14,6185.7,655,14,78,0,1
10324,26,58.38,7,1517.88,669,14,11,0,0
10336,38,100.0,3,6372.6,684,14,62,0,1
10349,48,100.0,9,5232.96,695,14,74,0,1
10358,42,64.16,9,2694.72,704,14,23,0,0
10371,49,35.71,4,1749.79,748,14,39,0,0
10382,32,66.58,13,2130.56,773,14,39,0,0
10412,54,100.0,5,5951.34,848,14,23,0,1
10425,33,100.0,4,4692.6,876,14,14,2,1
10108,36,100.0,3,3731.04,56,15,66,0,1
10122,20,100.0,7,2142.0,122,15,67,0,0
10135,29,97.89,4,2838.81,177,15,39,0,0
10147,33,97.89,4,3230.37,242,15,41,0,1
10160,50,100.0,5,5182.0,278,15,54,0,1
10170,41,100.0,3,4391.1,302,15,63,0,1
10181,36,100.0,11,4477.32,310,15,7,0,1
10192,27,100.0,16,3544.56,318,15,40,0,1
10203,47,100.0,5,5195.85,330,15,23,0,1
10212,33,100.0,15,4180.44,375,15,23,0,1
10225,21,100.0,6,2684.43,412,15,69,0,0
10239,21,93.28,5,1958.88,462,15,60,0,0
10253,41,100.0,10,4910.57,512,15,22,3,1
10266,40,100.0,11,4468.4,547,15,70,0,1
10277,28,100.0,1,3127.88,576,15,26,0,1
10287,23,100.0,9,2675.13,602,15,69,0,0
10300,23,100.0,2,2807.61,271,15,72,0,0
10310,25,100.0,7,2504.75,649,15,68,0,0
10321,24,100.0,15,2984.88,668,15,21,0,0
10329,39,64.74,15,2524.86,679,15,0,0,0
10341,55,75.2,7,4136.0,688,15,19,0,1
10363,46,88.45,6,4068.7,731,15,73,0,1
10377,50,100.0,1,5182.0,765,15,16,0,1
10389,47,100.0,8,5243.79,787,15,37,0,1
10405,97,93.28,5,9048.16,829,15,83,0,2
10419,32,100.0,10,3832.64,862,15,19,0,1
10103,35,100.0,10,3920.0,23,16,17,0,1
10113,49,100.0,4,4916.66,79,16,39,0,1
10126,38,100.0,10,3857.0,142,16,25,0,1
10140,32,100.0,10,4181.44,199,16,5,0,1
10150,34,100.0,7,4641.0,256,16,26,0,1
10164,36,99.17,8,3570.12,288,16,63,5,1
10174,48,93.34,3,4480.32,304,16,28,0,1
10183,21,96.84,7,2033.64,311,16,29,0,0
10194,21,93.34,10,1960.14,323,16,30,0,0
10206,34,100.0,5,3966.78,333,16,31,0,1
10215,46,100.0,2,5152.0,388,16,32,0,1
10228,32,100.0,1,3360.0,429,16,33,0,1
10245,29,100.0,8,3451.0,484,16,34,0,1
10258,41,100.0,5,5453.0,526,16,35,0,1
10270,43,96.84,8,4164.12,560,16,20,0,1
10280,24,100.0,1,2800.08,589,16,36,0,0
10291,41,100.0,10,4687.94,611,16,37,0,1
10304,46,98.0,5,4508.0,644,16,38,0,1
10312,32,100.0,2,4181.44,654,16,39,0,1
10322,22,100.0,10,2251.04,668,16,40,0,0
10333,29,40.25,7,1167.25,682,16,8,0,0
10347,42,49.6,5,2083.2,693,16,10,0,0
10357,39,98.0,1,3822.0,704,16,39,0,1
10370,27,100.0,1,3911.49,745,16,42,0,1
10381,48,98.0,2,4704.0,773,16,4,0,1
10391,29,85.1,10,2467.9,793,16,42,0,0
10411,27,100.0,8,3213.0,846,16,43,0,1
10424,54,100.0,5,7182.0,876,16,23,2,2
10109,26,100.0,4,4379.18,63,17,45,0,1
10122,34,100.0,2,5004.8,122,17,67,0,1
10136,25,100.0,2,3644.75,179,17,51,0,1
10148,23,100.0,13,2702.04,248,17,42,0,0
10161,28,100.0,12,3764.88,284,17,78,0,1
10171,35,100.0,2,4508.0,303,17,43,0,1
10181,44,100.0,6,5418.16,310,17,7,0,1
10192,22,100.0,11,3300.66,318,17,40,0,1
10204,42,100.0,17,6182.4,330,17,74,0,1
10212,29,100.0,10,4186.73,375,17,23,0,1
10225,32,100.0,1,4529.28,412,17,69,0,1
10240,41,100.0,3,5628.89,463,17,44,0,1
10253,26,100.0,5,3054.48,512,17,22,3,1
10266,21,100.0,6,2526.51,547,17,70,0,0
10278,34,100.0,6,4667.86,578,17,84,0,1
10287,41,100.0,4,6499.32,602,17,69,0,1
10301,37,100.0,8,5917.78,272,17,85,0,1
10310,37,100.0,2,6231.91,649,17,68,0,1
10321,41,100.0,10,5803.14,668,17,21,0,1
10331,46,100.0,6,6434.02,681,17,45,0,1
10342,40,100.0,2,6454.4,688,17,10,0,1
10356,43,97.6,8,4196.8,703,17,2,0,1
10365,30,87.06,1,2611.8,732,17,50,0,0
10377,35,100.0,2,5895.05,765,17,16,0,1
10390,36,93.77,14,3375.72,788,17,39,0,1
10406,61,100.0,3,8374.69,830,17,48,1,2
10419,38,100.0,5,4464.24,862,17,19,0,1
10102,39,100.0,2,4808.31,4,18,11,0,1
10111,33,99.66,6,3288.78,78,18,8,0,1
10125,32,100.0,1,3254.72,135,18,10,0,1
10139,31,100.0,7,3184.94,191,18,20,0,1
10149,50,100.0,4,5907.5,249,18,82,0,1
10162,48,91.44,2,4389.12,285,18,4,0,1
10173,43,100.0,6,5036.16,303,18,86,0,1
10182,25,87.33,3,2183.25,310,18,39,0,0
10193,28,100.0,7,3106.88,319,18,87,0,1
10205,36,100.0,2,3735.72,331,18,23,0,1
10215,27,89.38,10,2413.26,388,18,32,0,0
10227,25,100.0,3,2953.75,421,18,30,0,0
10244,40,100.0,7,4684.8,479,18,23,0,1
10256,34,95.55,2,3248.7,519,18,48,0,1
10280,50,100.0,9,5239.5,589,18,36,0,1
10289,38,100.0,2,4567.98,606,18,7,0,1
10304,37,95.55,13,3535.35,644,18,38,0,1
10312,43,89.38,10,3843.34,654,18,39,0,1
10322,43,86.3,14,3710.9,668,18,40,0,1
10332,46,95.13,15,4375.98,681,18,77,0,1
10346,42,36.11,3,1516.62,693,18,84,0,0
10356,50,50.18,9,2509.0,703,18,2,0,0
10369,44,100.0,8,9240.44,745,18,41,0,2
10380,27,93.16,13,2515.32,772,18,23,0,0
10391,35,100.0,2,5548.9,793,18,42,0,1
10422,51,95.55,2,4873.05,875,18,18,2,1
10102,41,50.14,1,2055.74,4,19,11,0,0
10111,48,49.06,5,2354.88,78,19,8,0,0
10126,42,54.99,17,2309.58,142,19,25,0,0
10139,49,43.13,6,2113.37,191,19,20,0,0
10149,30,58.22,3,1746.6,249,19,82,0,0
10162,45,51.21,1,2304.45,285,19,4,0,0
10173,48,44.21,5,2122.08,303,19,86,0,0
10182,32,54.45,2,1742.4,310,19,39,0,0
10193,46,53.37,6,2455.02,319,19,87,0,0
10205,48,63.61,1,3053.28,331,19,23,0,1
10215,33,43.13,9,1423.29,388,19,32,0,0
10227,31,48.52,2,1504.12,421,19,30,0,0
10244,20,58.22,6,1164.4,479,19,23,0,0
10256,29,51.75,1,1500.75,519,19,48,0,0
10280,27,57.68,8,1557.36,589,19,36,0,0
10289,24,56.07,1,1345.68,606,19,7,0,0
10304,37,48.52,12,1795.24,644,19,38,0,0
10312,25,44.21,9,1105.25,654,19,39,0,0
10322,41,57.68,5,2364.88,668,19,40,0,0
10332,27,89.89,16,2427.03,681,19,77,0,0
10347,21,58.95,7,1237.95,693,19,10,0,0
10356,22,72.41,6,1593.02,703,19,2,0,0
10369,32,98.63,7,3156.16,745,19,41,0,1
10381,25,52.83,9,1320.75,773,19,4,0,0
10391,42,100.0,3,4998.0,793,19,42,0,1
10422,25,51.75,1,1293.75,875,19,18,2,0
10110,37,100.0,16,5433.08,71,20,77,0,1
10123,26,100.0,2,3073.72,134,20,46,0,1
10137,44,99.55,2,4380.2,185,20,1,0,1
10148,47,100.0,9,5848.68,248,20,42,0,1
10161,43,100.0,8,6153.73,284,20,78,0,1
10172,42,100.0,6,4965.24,303,20,13,0,1
